ORDER_PLACED_DTTM,PRODUCT_PART_NUMBER,TOTAL_UNITS,LIST_PRICE,RATING_AVG,RATING_CNT,TOTAL_CURRENT_ON_HAND
2023-10-10,165107,6.0,44.99,4.1534,163.0,1033
2023-10-11,165107,11.0,44.99,4.1534,163.0,1023
2023-10-12,165107,13.0,44.99,4.1534,163.0,1006
2023-10-13,165107,16.0,44.99,4.1534,163.0,991
2023-10-14,165107,15.0,44.99,4.1534,163.0,977
2023-10-15,165107,10.0,44.99,4.1534,163.0,970
2023-10-16,165107,8.0,44.99,4.1534,163.0,961
2023-10-17,165107,11.0,44.99,4.1534,163.0,951
2023-10-18,165107,9.0,44.99,4.1534,163.0,942
2023-10-19,165107,17.0,44.99,4.1534,163.0,921
2023-10-20,165107,22.0,44.99,4.1534,163.0,904
2023-10-21,165107,8.0,44.99,4.1534,163.0,897
2023-10-22,165107,13.0,44.99,4.1534,163.0,884
2023-10-23,165107,10.0,44.99,4.1534,163.0,871
2023-10-24,165107,10.0,44.99,4.1534,163.0,859
2023-10-25,165107,13.0,44.99,4.1534,163.0,844
2023-10-26,165107,12.0,44.99,4.1534,163.0,842
2023-10-27,165107,13.0,44.99,4.1534,163.0,823
2023-10-28,165107,19.0,44.99,4.1534,163.0,809
2023-10-29,165107,9.0,44.99,4.1534,163.0,798
2023-10-30,165107,11.0,44.99,4.1534,163.0,790
2023-10-31,165107,13.0,44.99,4.1534,163.0,775
2023-11-01,165107,13.0,44.99,4.1534,163.0,761
2023-11-02,165107,14.0,44.99,4.1534,163.0,746
2023-11-03,165107,5.0,44.99,4.1534,163.0,740
2023-11-04,165107,5.0,44.99,4.1534,163.0,734
2023-11-05,165107,16.0,44.99,4.1534,163.0,712
2023-11-06,165107,12.0,44.99,4.1576,165.0,701
2023-11-07,165107,8.0,44.99,4.1576,165.0,699
2023-11-08,165107,8.0,44.99,4.1576,165.0,691
2023-11-09,165107,17.0,44.99,4.1576,165.0,676
2023-11-10,165107,14.0,44.99,4.1576,165.0,661
2023-11-11,165107,11.0,44.99,4.1576,165.0,648
2023-11-12,165107,8.0,44.99,4.1576,165.0,642
2023-11-13,165107,7.0,44.99,4.1576,165.0,635
2023-11-14,165107,8.0,44.99,4.1576,165.0,622
2023-11-15,165107,4.0,44.99,4.1576,165.0,616
2023-11-16,165107,12.0,44.99,4.1627,166.0,607
2023-11-17,165107,17.0,44.99,4.1627,166.0,589
2023-11-18,165107,9.0,44.99,4.1627,166.0,581
2023-11-19,165107,12.0,44.99,4.1627,166.0,565
2023-11-20,165107,11.0,44.99,4.1627,166.0,559
2023-11-21,165107,12.0,44.99,4.1627,166.0,545
2023-11-22,165107,7.0,44.99,4.1627,166.0,678
2023-11-23,165107,7.0,44.99,4.1627,166.0,672
2023-11-24,165107,16.0,44.99,4.1627,166.0,828
2023-11-25,165107,11.0,44.99,4.1627,166.0,887
2023-11-26,165107,7.0,44.99,4.1627,166.0,882
2023-11-27,165107,9.0,44.99,4.1627,166.0,873
2023-11-28,165107,11.0,44.99,4.1677,167.0,860
2023-11-29,165107,7.0,44.99,4.1677,167.0,855
2023-11-30,165107,9.0,44.99,4.1677,167.0,844
2023-12-01,165107,14.0,44.99,4.1677,167.0,900
2023-12-02,165107,9.0,44.99,4.1677,167.0,892
2023-12-03,165107,15.0,44.99,4.1677,167.0,876
2023-12-04,165107,9.0,44.99,4.1677,167.0,867
2023-12-05,165107,8.0,44.99,4.1677,167.0,864
2022-12-06,51581,19.0,18.49,4.6667,495.0,326
2022-12-07,51581,11.0,18.49,4.6673,496.0,354
2022-12-08,51581,11.0,18.49,4.6673,496.0,343
2022-12-09,51581,19.0,18.49,4.668,497.0,325
2022-12-10,51581,7.0,18.49,4.668,497.0,319
2022-12-11,51581,12.0,18.49,4.668,497.0,312
2022-12-12,51581,12.0,18.49,4.668,497.0,301
2022-12-13,51581,9.0,18.49,4.668,497.0,314
2022-12-14,51581,8.0,18.49,4.668,497.0,306
2022-12-15,51581,14.0,18.49,4.668,497.0,298
2022-12-16,51581,15.0,18.49,4.668,497.0,309
2022-12-17,51581,17.0,18.49,4.668,497.0,293
2022-12-18,51581,9.0,18.49,4.668,497.0,283
2022-12-19,51581,22.0,18.49,4.668,497.0,263
2022-12-20,51581,8.0,18.49,4.668,497.0,252
2022-12-21,51581,12.0,18.49,4.668,497.0,264
2022-12-22,51581,18.0,18.49,4.668,497.0,260
2022-12-23,51581,3.0,18.49,4.668,497.0,260
2022-12-24,51581,3.0,18.49,4.668,497.0,314
2022-12-25,51581,3.0,18.49,4.668,497.0,312
2022-12-26,51581,13.0,18.49,4.668,497.0,312
2022-12-27,51581,8.0,18.49,4.668,497.0,323
2022-12-28,51581,7.0,18.49,4.668,497.0,320
2022-12-29,51581,12.0,18.49,4.668,497.0,327
2022-12-30,51581,7.0,18.49,4.668,497.0,337
2022-12-31,51581,7.0,18.49,4.668,497.0,322
2023-01-01,51581,8.0,18.49,4.668,497.0,317
2023-01-02,51581,10.0,18.49,4.668,497.0,309
2023-01-03,51581,2.0,18.49,4.668,497.0,306
2023-01-04,51581,5.0,18.49,4.668,497.0,305
2023-01-05,51581,8.0,18.49,4.668,497.0,294
2023-01-06,51581,12.0,18.49,4.668,497.0,282
2023-01-07,51581,10.0,18.49,4.668,497.0,280
2023-01-08,51581,15.0,18.49,4.668,497.0,276
2023-01-09,51581,10.0,18.49,4.668,497.0,310
2023-01-10,51581,8.0,18.49,4.668,497.0,305
2023-01-11,51581,6.0,18.49,4.668,497.0,340
2023-01-12,51581,10.0,18.49,4.668,497.0,340
2023-01-13,51581,11.0,18.49,4.668,497.0,348
2023-01-14,51581,12.0,18.49,4.668,497.0,335
2023-01-15,51581,3.0,18.49,4.668,497.0,334
2023-01-16,51581,6.0,18.49,4.668,497.0,327
2023-01-17,51581,15.0,18.49,4.668,497.0,340
2023-01-18,51581,12.0,18.49,4.668,497.0,328
2023-01-19,51581,14.0,18.49,4.668,497.0,314
2023-01-20,51581,8.0,18.49,4.668,497.0,307
2023-01-21,51581,8.0,18.49,4.668,497.0,300
2023-01-22,51581,8.0,18.49,4.668,497.0,293
2023-01-23,51581,13.0,18.49,4.668,497.0,301
2023-01-24,51581,8.0,18.49,4.668,497.0,294
2023-01-25,51581,16.0,18.49,4.668,497.0,282
2023-01-26,51581,8.0,18.49,4.668,497.0,271
2023-01-27,51581,5.0,18.49,4.668,497.0,310
2023-01-28,51581,9.0,18.49,4.668,497.0,303
2023-01-29,51581,6.0,18.49,4.668,497.0,297
2023-01-30,51581,6.0,18.49,4.668,497.0,298
2023-01-31,51581,12.0,18.49,4.668,497.0,286
2023-02-01,51581,7.0,18.49,4.668,497.0,291
2023-02-02,51581,4.0,18.49,4.5825,515.0,299
2023-02-03,51581,9.0,18.49,4.5825,515.0,291
2023-02-04,51581,10.0,18.49,4.5825,515.0,293
2023-02-05,51581,10.0,18.49,4.5825,515.0,287
2023-02-06,51581,10.0,18.49,4.5825,515.0,286
2023-02-07,51581,12.0,18.49,4.5825,515.0,299
2023-02-08,51581,13.0,18.49,4.5825,515.0,290
2023-02-09,51581,14.0,18.49,4.5825,515.0,290
2023-02-10,51581,4.0,18.49,4.5825,515.0,292
2023-02-11,51581,4.0,18.49,4.5825,515.0,288
2023-02-12,51581,12.0,18.49,4.5825,515.0,277
2023-02-13,51581,14.0,18.49,4.5825,515.0,272
2023-02-14,51581,8.0,18.49,4.5825,515.0,262
2023-02-15,51581,10.0,18.49,4.5825,515.0,260
2023-02-16,51581,5.0,18.49,4.5825,515.0,266
2023-02-17,51581,7.0,18.49,4.5825,515.0,262
2023-02-18,51581,6.0,18.49,4.5825,515.0,255
2023-02-19,51581,5.0,18.49,4.5825,515.0,252
2023-02-20,51581,3.0,18.49,4.5825,515.0,250
2023-02-21,51581,2.0,18.49,4.5825,515.0,249
2023-02-22,51581,5.0,18.49,4.5825,515.0,244
2023-02-23,51581,8.0,18.49,4.5833,516.0,245
2023-02-24,51581,5.0,18.49,4.5833,516.0,282
2023-02-25,51581,2.0,18.49,4.5833,516.0,292
2023-02-26,51581,6.0,18.49,4.5833,516.0,286
2023-02-27,51581,6.0,18.49,4.5833,516.0,284
2023-02-28,51581,7.0,18.49,4.5833,516.0,286
2023-03-01,51581,7.0,18.49,4.5833,516.0,288
2023-03-02,51581,19.0,18.49,4.5833,516.0,273
2023-03-03,51581,14.0,18.49,4.5643,521.0,273
2023-03-04,51581,14.0,18.49,4.5643,521.0,275
2023-03-05,51581,8.0,18.49,4.5643,521.0,284
2023-03-06,51581,13.0,18.49,4.5643,521.0,272
2023-03-07,51581,11.0,18.49,4.5643,521.0,261
2023-03-08,51581,9.0,18.49,4.5643,521.0,250
2023-03-09,51581,8.0,18.49,4.5643,521.0,254
2023-03-10,51581,9.0,18.49,4.5643,521.0,252
2023-03-11,51581,12.0,18.49,4.5643,521.0,241
2023-03-12,51581,7.0,18.49,4.5643,521.0,231
2023-03-13,51581,10.0,18.49,4.5643,521.0,226
2023-03-14,51581,15.0,18.49,4.5643,521.0,217
2023-03-15,51581,8.0,18.49,4.5643,521.0,211
2023-03-16,51581,8.0,18.49,4.5643,521.0,203
2023-03-17,51581,7.0,18.49,4.5643,521.0,195
2023-03-18,51581,3.0,18.49,4.5643,521.0,193
2023-03-19,51581,9.0,18.49,4.5643,521.0,189
2023-03-20,51581,6.0,18.49,4.5643,521.0,190
2023-03-21,51581,7.0,18.49,4.5643,521.0,184
2023-03-22,51581,8.0,18.49,4.5643,521.0,177
2023-03-23,51581,9.0,18.49,4.5643,521.0,173
2023-03-24,51581,10.0,18.49,4.5643,521.0,179
2023-03-25,51581,11.0,18.49,4.5643,521.0,174
2023-03-26,51581,8.0,18.49,4.5583,523.0,184
2023-03-27,51581,5.0,18.49,4.5583,523.0,182
2023-03-28,51581,19.0,18.49,4.5583,523.0,160
2023-03-29,51581,10.0,18.49,4.5583,523.0,150
2023-03-30,51581,9.0,18.49,4.5583,523.0,211
2023-03-31,51581,5.0,18.49,4.5583,523.0,205
2023-04-01,51581,6.0,18.49,4.5583,523.0,210
2023-04-02,51581,6.0,18.49,4.5583,523.0,201
2023-04-03,51581,7.0,18.49,4.5583,523.0,214
2023-04-04,51581,12.0,18.49,4.5583,523.0,214
2023-04-05,51581,15.0,18.49,4.5583,523.0,217
2023-04-06,51581,5.0,18.49,4.5583,523.0,208
2023-04-07,51581,11.0,18.49,4.5583,523.0,213
2023-04-08,51581,5.0,18.49,4.5583,523.0,208
2023-04-09,51581,18.0,18.49,4.5583,523.0,198
2023-04-10,51581,9.0,18.49,4.5583,523.0,194
2023-04-11,51581,8.0,18.49,4.5583,523.0,197
2023-04-12,51581,6.0,18.49,4.5583,523.0,192
2023-04-13,51581,14.0,18.49,4.5583,523.0,174
2023-04-14,51581,6.0,18.49,4.5583,523.0,169
2023-04-15,51581,5.0,18.49,4.5583,523.0,165
2023-04-16,51581,9.0,18.49,4.5583,523.0,163
2023-04-17,51581,10.0,18.49,4.5583,523.0,165
2023-04-18,51581,12.0,18.49,4.5583,523.0,153
2023-04-19,51581,16.0,18.49,4.5583,523.0,173
2023-04-20,51581,7.0,18.49,4.5583,523.0,173
2023-04-21,51581,5.0,18.49,4.5583,523.0,169
2023-04-22,51581,7.0,18.49,4.5583,523.0,167
2023-04-23,51581,14.0,18.49,4.5583,523.0,152
2023-04-24,51581,5.0,18.49,4.5583,523.0,149
2023-04-25,51581,9.0,18.49,4.5583,523.0,143
2023-04-26,51581,13.0,18.49,4.5583,523.0,131
2023-04-27,51581,10.0,18.49,4.5583,523.0,127
2023-04-28,51581,10.0,18.49,4.5583,523.0,116
2023-04-29,51581,13.0,18.49,4.5583,523.0,103
2023-04-30,51581,12.0,18.49,4.5583,523.0,91
2023-05-01,51581,8.0,18.49,4.5583,523.0,94
2023-05-02,51581,5.0,18.49,4.5583,523.0,95
2023-05-03,51581,5.0,18.49,4.5583,523.0,100
2023-05-04,51581,13.0,18.49,4.5583,523.0,95
2023-05-05,51581,7.0,18.49,4.5583,523.0,106
2023-05-06,51581,15.0,18.49,4.5583,523.0,97
2023-05-07,51581,8.0,18.49,4.5583,523.0,90
2023-05-08,51581,5.0,18.49,4.5583,523.0,86
2023-05-09,51581,8.0,18.49,4.5583,523.0,88
2023-05-10,51581,3.0,18.49,4.5583,523.0,84
2023-05-11,51581,1.0,18.49,4.5583,523.0,108
2023-05-12,51581,3.0,18.49,4.5583,523.0,121
2023-05-13,51581,7.0,18.49,4.5583,523.0,137
2023-05-14,51581,11.0,18.49,4.5583,523.0,141
2023-05-15,51581,9.0,18.49,4.5583,523.0,144
2023-05-16,51581,6.0,18.49,4.5583,523.0,139
2023-05-17,51581,7.0,18.49,4.5583,523.0,131
2023-05-18,51581,10.0,18.49,4.5583,523.0,121
2023-05-19,51581,5.0,18.49,4.5583,523.0,140
2023-05-20,51581,7.0,18.49,4.5583,523.0,133
2023-05-21,51581,7.0,18.49,4.5583,523.0,126
2023-05-22,51581,7.0,18.49,4.5583,523.0,131
2023-05-23,51581,8.0,18.49,4.5583,523.0,129
2023-05-24,51581,11.0,18.49,4.5583,523.0,121
2023-05-25,51581,8.0,18.49,4.5583,523.0,151
2023-05-26,51581,7.0,18.49,4.5583,523.0,157
2023-05-27,51581,1.0,18.49,4.5583,523.0,162
2023-05-28,51581,5.0,18.49,4.5583,523.0,157
2023-05-29,51581,14.0,18.49,4.5583,523.0,149
2023-05-30,51581,8.0,18.49,4.5583,523.0,147
2023-05-31,51581,9.0,18.49,4.5583,523.0,144
2023-06-01,51581,7.0,18.49,4.5583,523.0,137
2023-06-02,51581,5.0,18.49,4.5583,523.0,138
2023-06-03,51581,12.0,18.49,4.5583,523.0,125
2023-06-04,51581,3.0,18.49,4.5583,523.0,123
2023-06-05,51581,13.0,18.49,4.5583,523.0,118
2023-06-06,51581,12.0,18.49,4.5583,523.0,121
2023-06-07,51581,12.0,18.49,4.5583,523.0,115
2023-06-08,51581,8.0,18.49,4.5583,523.0,108
2023-06-09,51581,6.0,18.49,4.5583,523.0,101
2023-06-10,51581,8.0,18.49,4.5583,523.0,100
2023-06-11,51581,13.0,18.49,4.5583,523.0,87
2023-06-12,51581,9.0,18.49,4.5583,523.0,89
2023-06-13,51581,7.0,18.49,4.5583,523.0,123
2023-06-14,51581,9.0,18.49,4.5583,523.0,129
2023-06-15,51581,9.0,18.49,4.5583,523.0,149
2023-06-16,51581,4.0,18.49,4.5534,524.0,158
2023-06-17,51581,2.0,18.49,4.5534,524.0,179
2023-06-18,51581,10.0,18.49,4.5534,524.0,168
2023-06-19,51581,5.0,18.49,4.5534,524.0,170
2023-06-20,51581,4.0,18.49,4.5534,524.0,166
2023-06-21,51581,12.0,18.49,4.5534,524.0,152
2023-06-22,51581,4.0,18.49,4.5534,524.0,167
2023-06-23,51581,6.0,18.49,4.5534,524.0,160
2023-06-24,51581,6.0,18.49,4.5534,524.0,156
2023-06-25,51581,6.0,18.49,4.5534,524.0,153
2023-06-26,51581,14.0,18.49,4.5399,526.0,151
2023-06-27,51581,9.0,18.49,4.5399,526.0,156
2023-06-28,51581,7.0,18.49,4.5399,526.0,162
2023-06-29,51581,8.0,18.49,4.5399,526.0,172
2023-06-30,51581,9.0,18.49,4.5399,526.0,163
2023-07-01,51581,9.0,18.49,4.5399,526.0,154
2023-07-02,51581,13.0,18.49,4.5399,526.0,141
2023-07-03,51581,14.0,18.49,4.5399,526.0,128
2023-07-04,51581,8.0,18.49,4.5399,526.0,131
2023-07-05,51581,5.0,18.49,4.5399,526.0,138
2023-07-06,51581,11.0,18.49,4.5399,526.0,142
2023-07-07,51581,9.0,18.49,4.5399,526.0,136
2023-07-08,51581,12.0,18.49,4.5399,526.0,130
2023-07-09,51581,11.0,18.49,4.5399,526.0,125
2023-07-10,51581,12.0,18.49,4.5399,526.0,124
2023-07-11,51581,10.0,18.49,4.5399,526.0,120
2023-07-12,51581,7.0,18.49,4.5399,526.0,116
2023-07-13,51581,10.0,18.49,4.5399,526.0,108
2023-07-14,51581,9.0,18.49,4.5399,526.0,100
2023-07-15,51581,4.0,18.49,4.5399,526.0,96
2023-07-16,51581,7.0,18.49,4.5399,526.0,88
2023-07-17,51581,6.0,18.49,4.5399,526.0,89
2023-07-18,51581,11.0,18.49,4.5399,526.0,83
2023-07-19,51581,7.0,18.49,4.5399,526.0,84
2023-07-20,51581,2.0,18.49,4.5399,526.0,84
2023-07-21,51581,7.0,18.49,4.5399,526.0,78
2023-07-22,51581,12.0,18.49,4.5399,526.0,72
2023-07-23,51581,6.0,18.49,4.5399,526.0,73
2023-07-24,51581,3.0,18.49,4.5399,526.0,94
2023-07-25,51581,7.0,18.49,4.5399,526.0,87
2023-07-26,51581,9.0,18.49,4.5399,526.0,78
2023-07-27,51581,5.0,18.49,4.5399,526.0,73
2023-07-28,51581,10.0,18.49,4.5399,526.0,62
2023-07-29,51581,7.0,18.49,4.5399,526.0,56
2023-07-30,51581,7.0,18.49,4.5399,526.0,67
2023-07-31,51581,8.0,18.49,4.5399,526.0,60
2023-08-01,51581,8.0,18.49,4.5399,526.0,58
2023-08-02,51581,4.0,18.49,4.5399,526.0,71
2023-08-03,51581,17.0,18.49,4.5399,526.0,78
2023-08-04,51581,9.0,18.49,4.5399,526.0,92
2023-08-05,51581,9.0,18.49,4.5399,526.0,86
2023-08-06,51581,7.0,18.49,4.5399,526.0,87
2023-08-07,51581,10.0,18.49,4.5399,526.0,82
2023-08-08,51581,7.0,18.49,4.5399,526.0,85
2023-08-09,51581,8.0,18.49,4.5399,526.0,82
2023-08-10,51581,5.0,18.49,4.5399,526.0,90
2023-08-11,51581,12.0,18.49,4.5399,526.0,79
2023-08-12,51581,9.0,18.49,4.5399,526.0,89
2023-08-13,51581,7.0,18.49,4.5399,526.0,82
2023-08-14,51581,9.0,18.49,4.5399,526.0,78
2023-08-15,51581,15.0,18.49,4.5399,526.0,62
2023-08-16,51581,9.0,18.49,4.5399,526.0,54
2023-08-17,51581,8.0,18.49,4.5399,526.0,62
2023-08-18,51581,6.0,18.49,4.5399,526.0,93
2023-08-19,51581,10.0,18.49,4.5399,526.0,85
2023-08-20,51581,5.0,18.49,4.5399,526.0,79
2023-08-21,51581,6.0,18.49,4.5399,526.0,85
2023-08-22,51581,10.0,18.49,4.5399,526.0,98
2023-08-23,51581,3.0,18.49,4.5399,526.0,102
2023-08-24,51581,6.0,18.49,4.5399,526.0,107
2023-08-25,51581,14.0,18.49,4.5399,526.0,100
2023-08-26,51581,10.0,18.49,4.5399,526.0,97
2023-08-27,51581,11.0,18.49,4.5399,526.0,92
2023-08-28,51581,7.0,18.49,4.5399,526.0,101
2023-08-29,51581,7.0,18.49,4.5399,526.0,89
2023-08-30,51581,5.0,18.49,4.5399,526.0,84
2023-08-31,51581,10.0,18.49,4.5399,526.0,104
2023-09-01,51581,5.0,18.49,4.5399,526.0,99
2023-09-02,51581,8.0,18.49,4.5399,526.0,103
2023-09-03,51581,10.0,18.49,4.5399,526.0,117
2023-09-04,51581,6.0,18.49,4.5399,526.0,123
2023-09-05,51581,6.0,18.49,4.5399,526.0,117
2023-09-06,51581,5.0,18.49,4.5399,526.0,128
2023-09-07,51581,6.0,18.49,4.5399,526.0,134
2023-09-08,51581,7.0,18.49,4.5399,526.0,141
2023-09-09,51581,6.0,18.49,4.5399,526.0,156
2023-09-10,51581,9.0,18.49,4.5399,526.0,160
2023-09-11,51581,10.0,18.49,4.5399,526.0,150
2023-09-12,51581,5.0,18.49,4.5399,526.0,145
2023-09-13,51581,9.0,18.49,4.5399,526.0,152
2023-09-14,51581,11.0,18.49,4.5399,526.0,143
2023-09-15,51581,5.0,18.49,4.5399,526.0,138
2023-09-16,51581,7.0,18.49,4.5399,526.0,155
2023-09-17,51581,14.0,18.49,4.5399,526.0,147
2023-09-18,51581,8.0,18.49,4.5399,526.0,163
2023-09-19,51581,3.0,18.49,4.5399,526.0,160
2023-09-20,51581,5.0,18.49,4.5399,526.0,167
2023-09-21,51581,6.0,18.49,4.5399,526.0,160
2023-09-22,51581,7.0,18.49,4.5399,526.0,154
2023-09-23,51581,11.0,18.49,4.5399,526.0,154
2023-09-24,51581,5.0,18.49,4.5399,526.0,172
2023-09-25,51581,7.0,18.49,4.5399,526.0,162
2023-09-26,51581,11.0,16.99,4.5399,526.0,168
2023-09-27,51581,8.0,18.49,4.5399,526.0,160
2023-09-28,51581,16.0,18.49,4.5399,526.0,152
2023-09-29,51581,10.0,18.49,4.5399,526.0,163
2023-09-30,51581,6.0,18.49,4.5399,526.0,169
2023-10-01,51581,14.0,18.49,4.5399,526.0,156
2023-10-02,51581,3.0,18.49,4.5399,526.0,153
2023-10-03,51581,13.0,18.49,4.5399,526.0,158
2023-10-04,51581,5.0,18.49,4.5399,526.0,153
2023-10-05,51581,10.0,18.49,4.5399,526.0,155
2023-10-06,51581,9.0,18.49,4.5399,526.0,176
2023-10-07,51581,6.0,18.49,4.5399,526.0,182
2023-10-08,51581,8.0,18.49,4.5399,526.0,178
2023-10-09,51581,9.0,18.49,4.5399,526.0,177
2023-10-10,51581,10.0,18.49,4.5399,526.0,179
2023-10-11,51581,14.0,18.49,4.5399,526.0,163
2023-10-12,51581,5.0,18.49,4.5399,526.0,159
2023-10-13,51581,6.0,18.49,4.5399,526.0,161
2023-10-14,51581,9.0,18.49,4.5399,526.0,150
2023-10-15,51581,1.0,18.49,4.5399,526.0,162
2023-10-16,51581,5.0,18.49,4.5399,526.0,163
2023-10-17,51581,6.0,18.49,4.5399,526.0,156
2023-10-18,51581,9.0,18.49,4.5399,526.0,153
2023-10-19,51581,12.0,18.49,4.5399,526.0,134
2023-10-20,51581,5.0,18.49,4.5399,526.0,143
2023-10-21,51581,8.0,18.49,4.5399,526.0,135
2023-10-22,51581,8.0,18.49,4.5399,526.0,133
2023-10-23,51581,2.0,18.49,4.5399,526.0,132
2023-10-24,51581,4.0,18.49,4.5399,526.0,129
2023-10-25,51581,4.0,18.49,4.5399,526.0,146
2023-10-26,51581,7.0,18.49,4.5399,526.0,142
2023-10-27,51581,8.0,18.49,4.5399,526.0,156
2023-10-28,51581,6.0,18.49,4.5399,526.0,150
2023-10-29,51581,6.0,18.49,4.5399,526.0,144
2023-10-30,51581,5.0,18.49,4.5399,526.0,147
2023-10-31,51581,4.0,18.49,4.5399,526.0,142
2023-11-01,51581,10.0,16.99,4.5399,526.0,139
2023-11-02,51581,10.0,16.99,4.5399,526.0,140
2023-11-03,51581,11.0,16.99,4.5399,526.0,153
2023-11-04,51581,10.0,16.99,4.5399,526.0,154
2023-11-05,51581,15.0,16.99,4.5399,526.0,158
2023-11-06,51581,10.0,16.99,4.5425,529.0,154
2023-11-07,51581,15.0,16.99,4.5425,529.0,145
2023-11-08,51581,4.0,16.99,4.5425,529.0,177
2023-11-09,51581,13.0,16.99,4.5434,530.0,178
2023-11-10,51581,15.0,16.99,4.5434,530.0,161
2023-11-11,51581,6.0,16.99,4.5434,530.0,156
2023-11-12,51581,9.0,16.99,4.5434,530.0,159
2023-11-13,51581,9.0,16.99,4.5434,530.0,152
2023-11-14,51581,9.0,16.99,4.5434,530.0,152
2023-11-15,51581,7.0,16.99,4.5434,530.0,144
2023-11-16,51581,9.0,16.99,4.5434,530.0,136
2023-11-17,51581,6.0,16.99,4.5434,530.0,131
2023-11-18,51581,12.0,16.99,4.5434,530.0,119
2023-11-19,51581,11.0,16.99,4.5434,530.0,108
2023-11-20,51581,7.0,16.99,4.5434,530.0,105
2023-11-21,51581,6.0,16.99,4.5434,530.0,95
2023-11-22,51581,9.0,16.99,4.5434,530.0,84
2023-11-23,51581,9.0,16.99,4.5434,530.0,83
2023-11-24,51581,11.0,16.99,4.5434,530.0,78
2023-11-25,51581,15.0,16.99,4.5434,530.0,75
2023-11-26,51581,10.0,16.99,4.5434,530.0,81
2023-11-27,51581,5.0,16.99,4.5434,530.0,77
2023-11-28,51581,8.0,16.99,4.5434,530.0,69
2023-11-29,51581,2.0,16.99,4.5434,530.0,68
2023-11-30,51581,7.0,16.99,4.5434,530.0,61
2023-12-01,51581,14.0,16.99,4.5434,530.0,36
2023-12-02,51581,7.0,16.99,4.5434,530.0,42
2023-12-03,51581,7.0,16.99,4.5434,530.0,39
2023-12-04,51581,12.0,16.99,4.5434,530.0,33
2023-12-05,51581,4.0,16.99,4.5434,530.0,46
2022-12-06,60091,1.0,17.99,4.2121,33.0,4
2022-12-07,60091,1.0,17.99,4.2121,33.0,4
2022-12-08,60091,1.0,17.99,4.2121,33.0,3
2022-12-11,60091,1.0,17.99,4.2121,33.0,20
2022-12-12,60091,6.0,17.99,4.2121,33.0,14
2022-12-14,60091,1.0,17.99,4.2121,33.0,13
2022-12-17,60091,4.0,17.99,4.2121,33.0,21
2022-12-18,60091,3.0,17.99,4.2121,33.0,24
2022-12-19,60091,1.0,17.99,4.2121,33.0,23
2022-12-23,60091,1.0,17.99,4.2121,33.0,40
2022-12-26,60091,2.0,17.99,4.2121,33.0,38
2022-12-28,60091,3.0,17.99,4.2121,33.0,33
2022-12-29,60091,1.0,17.99,4.2121,33.0,34
2023-01-01,60091,3.0,17.99,4.2121,33.0,31
2023-01-02,60091,3.0,17.99,4.2121,33.0,40
2023-01-03,60091,1.0,17.99,4.2121,33.0,39
2023-01-04,60091,3.0,20.99,4.2121,33.0,37
2023-01-05,60091,1.0,20.99,4.2121,33.0,35
2023-01-06,60091,1.0,20.99,4.2121,33.0,34
2023-01-08,60091,1.0,20.99,4.2121,33.0,33
2023-01-09,60091,4.0,20.99,4.2121,33.0,32
2023-01-11,60091,3.0,20.99,4.2121,33.0,51
2023-01-12,60091,1.0,20.99,4.2121,33.0,50
2023-01-13,60091,3.0,20.99,4.2121,33.0,47
2023-01-14,60091,1.0,20.99,4.2121,33.0,46
2023-01-15,60091,2.0,20.99,4.2121,33.0,50
2023-01-16,60091,2.0,20.99,4.2121,33.0,48
2023-01-17,60091,2.0,20.99,4.2121,33.0,46
2023-01-20,60091,1.0,20.99,4.2121,33.0,63
2023-01-22,60091,2.0,20.99,4.2121,33.0,61
2023-01-23,60091,2.0,20.99,4.2121,33.0,59
2023-01-24,60091,1.0,20.99,4.2121,33.0,58
2023-01-26,60091,2.0,20.99,4.2121,33.0,56
2023-01-27,60091,1.0,20.99,4.2121,33.0,59
2023-01-29,60091,1.0,20.99,4.2121,33.0,64
2023-01-30,60091,1.0,20.99,4.2121,33.0,63
2023-01-31,60091,1.0,20.99,4.2121,33.0,62
2023-02-01,60091,1.0,20.99,4.2121,33.0,61
2023-02-04,60091,3.0,20.99,4.1765,34.0,58
2023-02-05,60091,2.0,20.99,4.1765,34.0,56
2023-02-06,60091,3.0,20.99,4.1765,34.0,55
2023-02-08,60091,2.0,20.99,4.1765,34.0,95
2023-02-09,60091,1.0,20.99,4.1765,34.0,94
2023-02-11,60091,3.0,20.99,4.0857,35.0,97
2023-02-12,60091,2.0,20.99,4.0857,35.0,94
2023-02-13,60091,1.0,20.99,4.0857,35.0,93
2023-02-14,60091,2.0,20.99,4.0857,35.0,92
2023-02-16,60091,1.0,20.99,4.0857,35.0,90
2023-02-17,60091,4.0,20.99,4.0857,35.0,87
2023-02-19,60091,1.0,20.99,4.0857,35.0,86
2023-02-20,60091,3.0,20.99,4.0857,35.0,83
2023-02-22,60091,1.0,20.99,4.0857,35.0,82
2023-02-24,60091,2.0,20.99,4.0857,35.0,80
2023-02-26,60091,4.0,20.99,4.0857,35.0,76
2023-02-27,60091,3.0,20.99,4.0857,35.0,72
2023-02-28,60091,1.0,20.99,4.0857,35.0,72
2023-03-01,60091,4.0,20.99,4.0857,35.0,69
2023-03-03,60091,1.0,20.99,4.1111,36.0,66
2023-03-04,60091,3.0,20.99,4.1111,36.0,63
